food,foodon_iri,foodex_iri,foodex_embed_avail
05870 - persian shallots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540587,A0DMZ,True
05880 - spring onions and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540588,A00HG,True
05890 - spring onions (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540589,A00HH,True
05900 - green onions (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540590,A0DMY,True
05910 - welsh onions (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540591,A00HJ,True
05920 - tree onions (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540592,A00HL,True
05930 - other bulb vegetables (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540593,A00HK,True
05940 - legumes with pod (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540594,A00PB,True
05950 - beans (with pods) and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540595,A00PC,True
05960 - azuki beans (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540596,A0DFV,True
05970 - black eyed peas (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540597,A00PV,True
05980 - broad beans (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540598,A00PH,True
05990 - slicing bean (young pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540599,A00PE,True
06000 - french beans (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540600,A00PG,True
06010 - runner beans (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540601,A00PD,True
06020 - lima beans (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540602,A00PJ,True
06030 - ervils (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540603,A0DFT,True
06040 - guar beans (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540604,A00PQ,True
06050 - jack beans (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540605,A00PM,True
06060 - sword bean (young pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540606,A00PS,True
06070 - lablab beans (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540607,A00PL,True
06080 - monantha vetches (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540608,A0DFS,True
06090 - mung beans (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540609,A00PR,True
06100 - rice beans (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540610,A00PT,True
06110 - soyabeans (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540611,A0DFR,True
06120 - stink beans (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540612,A0DFQ,True
06130 - african locust bean (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540613,A16QA,False
06140 - vetches (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540614,A0DFP,True
06150 - yardlong beans (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540615,A00PF,True
06160 - goa bean (young pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540616,A00PK,True
06170 - mat bean (young pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540617,A00PN,True
06180 - black gram (young pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540618,A00PP,True
06190 - peas (with pods) and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540619,A00PX,True
06200 - garden peas (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540620,A00PY,True
06210 - podded pea (young pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540621,A00QA,True
06220 - asparagus peas (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540622,A0DFG,True
06230 - chickling vetches (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540623,A0DFF,True
06240 - chickpeas (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540624,A00PZ,True
06250 - moringa (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540625,A0DFE,True
06260 - pigeon peas (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540626,A00QC,True
06270 - winged pea (young pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540627,A00QB,True
06280 - lentils and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540628,A0DFB,True
06290 - lentil (young pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540629,A00QE,True
06300 - fruiting vegetables (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540630,A00HN,True
06310 - solanacea (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540631,A00HP,True
06320 - tomatoes and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540632,A00HQ,True
06330 - tomatoes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540633,A0DMX,True
06340 - globe tomato (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540634,A00HR,True
06350 - beefsteak tomato (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540635,A00HS,True
06360 - plum tomato (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540636,A00HT,True
06370 - oxheart tomato (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540637,A00HV,True
06380 - pear-shaped tomatoes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540638,A00HX,True
06390 - cherry tomatoes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540639,A00HY,True
06400 - ground cherries (physalis etc.) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540640,A00JG,True
06410 - alkekengi (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540641,A0DMV,True
06420 - cape gooseberries (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540642,A0DMT,True
06430 - dwarf cape gooseberries (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540643,A0DMS,True
06440 - tomatillos (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540644,A0DMN,True
06450 - gojiberry (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540645,A00JH,True
06460 - wolfberries (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540646,A0DMR,True
06470 - chinese wolfberries (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540647,A0DMQ,True
06480 - litchi tomatoes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540648,A0DMP,True
06490 - peppers and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540649,A00HZ,True
06500 - sweet peppers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540650,A00JA,True
06510 - chili peppers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540651,A00JB,True
06520 - capsicum annuum hot cultivars (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540652,A0DMM,True
06530 - capsicum baccatum (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540653,A0DML,True
06540 - chinese capsicum (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540654,A0DMK,True
06550 - tabasco capsicum (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540655,A0DMJ,True
06560 - rocoto capsicum (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540656,A0DMH,True
06570 - aubergines and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540657,A00JC,True
06580 - aubergines (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540658,A00JD,True
06590 - antroewas (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540659,A0DMG,True
06600 - ethiopian eggplants (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540660,A0DMF,True
06610 - pepinos (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540661,A00JE,True
06620 - thorn apples (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540662,A0DME,True
06630 - turkey berries (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540663,A0DMD,True
06640 - okra and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540664,A0DMC,True
06650 - okra (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540665,A00JF,True
06660 - other solanacea (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540666,A00JJ,True
06670 - cucurbits fruiting vegetables (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540667,A00JK,False
06680 - cucurbits with edible peel (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540668,A00JL,True
06690 - cucumbers and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540669,A0DMB,True
06700 - cucumbers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540670,A00JM,True
06710 - armenian cucumbers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540671,A0DMA,True
06720 - dosakayi (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540672,A0DLZ,True
06730 - gherkins and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540673,A00JN,True
06740 - gherkins (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540674,A00JP,True
06750 - bur gherkins (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540675,A00KA,True
06760 - courgettes and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540676,A00JQ,True
06770 - courgettes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540677,A00JR,True
06780 - angled luffas (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540678,A00KB,True
06790 - bottle gourds (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540679,A00KL,True
06800 - chayote fruits (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540680,A00JZ,True
06810 - ivy gourds (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540681,A0DLY,True
06820 - pointed gourds (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540682,A0DLX,True
06830 - snake gourds (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540683,A00KM,True
06840 - sopropos (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540684,A00JY,True
06850 - summer squashes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540685,A00JS,True
06860 - patisson (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540686,A00JT,True
06870 - other cucurbits with edible peel (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540687,A00JV,True
06880 - balsam apple (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540688,A00JX,True
06890 - kakrol (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540689,A16PT,False
"06900 - loofah, smooth (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540690,A00KC,True
06910 - gac (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540691,A16QK,False
06920 - cucurbits with inedible peel (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540692,A00KD,True
06930 - melons and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540693,A00KE,True
06940 - melons (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540694,A00KF,True
06950 - kiwanos (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540695,A00KG,True
06960 - pumpkins and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540696,A0DLV,True
06970 - pumpkins (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540697,A00KH,True
06980 - butternut squashes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540698,A0DLT,True
06990 - winter melon (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540699,A00KN,True
07000 - winter squashes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540700,A0DLR,True
07010 - watermelons and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540701,A0DLQ,True
07020 - watermelons (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540702,A00KJ,True
07030 - other cucurbits with inedible peel (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540703,A00KK,True
07040 - sweet corn and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540704,A0DLP,True
07050 - sweet corn (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540705,A00KP,True
07060 - baby corn (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540706,A0DLN,True
07070 - other fruiting vegetables (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540707,A00KQ,True
07080 - root and tuber vegetables (excluding starchy- and sugar-) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540708,A00QF,True
07090 - beetroots and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540709,A0DPC,True
07100 - beetroots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540710,A00QG,True
07110 - carrots and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540711,A0DPB,True
07120 - carrots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540712,A00QH,True
07130 - coloured carrots varieties (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540713,A0DPA,True
07140 - baby carrots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540714,A0DNZ,True
07150 - celeriacs and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540715,A0DNY,True
07160 - celeriacs (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540716,A00QJ,True
07170 - horseradishes and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540717,A04JZ,True
07180 - horseradish roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540718,A00QK,True
07190 - dandelion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540719,A0DNX,True
07200 - gentiana roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540720,A00QP,True
07210 - jerusalem artichokes and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540721,A0DNV,True
07220 - jerusalem artichokes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540722,A00QQ,True
07230 - crosnes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540723,A00RN,True
07240 - parsnips and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540724,A0DNS,True
07250 - parsnip roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540725,A00QR,True
07260 - parsley roots and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540726,A0DNR,True
07270 - parsley roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540727,A00QS,True
07280 - angelica roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540728,A00QM,True
07290 - burnet saxifrage roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540729,A0DNQ,True
07300 - lovage roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540730,A00QN,True
07310 - nettle roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540731,A0DNP,True
07320 - comon nettle roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540732,A0DNN,True
07330 - other urtica roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540733,A0DNM,True
07340 - turnip-rooted chervil (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540734,A00RM,True
07350 - radishes and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540735,A00QT,True
07360 - radishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540736,A00QV,True
07370 - black radishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540737,A00QX,True
07380 - daikon (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540738,A00QY,True
07390 - maca roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540739,A0DNK,True
07400 - small radishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540740,A0DNJ,True
07410 - tigernuts (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540741,A00QZ,True
07420 - salsifies and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540742,A04KA,True
07430 - salsifies (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540743,A00RA,True
"07440 - burdock, greater or edible (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540744,A00RL,True
07450 - rampion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540745,A00RP,True
07460 - scorzonera (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540746,A00RC,True
07470 - skirrets (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540747,A00RQ,True
07480 - spanish salsifies (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540748,A00RB,True
07490 - swedes and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540749,A0DNH,True
07500 - swedes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540750,A00RD,True
07510 - turnips and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540751,A0DNG,True
07520 - turnips (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540752,A00RE,True
07530 - tuberous-rooted mustards (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540753,A0DNF,True
07540 - additional not listed root and tuber vegetables (excluding starchy- and sugar-) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540754,A00RF,True
07550 - arracacha (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540755,A00RJ,True
07560 - arrowhead (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540756,A00RK,True
07570 - ullucu (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540757,A00RG,True
07580 - oca (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540758,A00RH,True
07590 - algae and prokaryotes organisms (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540759,A00VA,True
07600 - green algae (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540760,A00VB,True
07610 - other green algae (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540761,A04LS,False
07620 - sea lettuce (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540762,A00VD,True
07630 - red algae (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540763,A00VE,True
07640 - eucheuma (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540764,A00VF,True
07650 - other red algae (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540765,A04LT,False
07660 - laver (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540766,A00VH,True
07670 - dulse (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540767,A00VJ,True
07680 - carrageen mosses (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540768,A00VG,True
07690 - brown algae (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540769,A00VK,True
07700 - hijiki (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540770,A00VL,True
07710 - sea spaghetti (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540771,A00VN,True
07720 - other brown algae (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540772,A04LV,False
07730 - wakame (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540773,A00VC,True
07740 - kombu (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540774,A00VM,True
07750 - micro-phyte (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540775,A04LX,True
07760 - spirulina (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540776,A00VP,True
07770 - spirulina (maxima) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540777,A0DCR,True
07780 - spirulina (platensis) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540778,A0DCQ,True
07790 - other algae (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540779,A0DCP,True
07800 - other procaryotes organisms (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540780,A0DCN,True
"07810 - fungi, mosses and lichens (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540781,A00TC,False
07820 - fungi (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540782,A0ETG,True
07830 - cultivated fungi and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540783,A00TP,True
07840 - common mushrooms (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540784,A00TQ,True
07850 - corn smuts (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540785,A0DDV,True
07860 - enokitake (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540786,A0DDT,True
07870 - fusarium venenatum (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540787,A0DDS,True
07880 - other cultivated mushrooms (p) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540788,A00TV,False
07890 - horse mushrooms (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540789,A0DDR,True
07900 - jew's ears (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540790,A0DDQ,True
07910 - nameko (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540791,A0DDP,True
07920 - pleurotus (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540792,A0DDN,True
07930 - pearl oyster mushrooms (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540793,A00TR,True
"07940 - other species of genus pleurotus, not elsewhere mentioned (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540794,A0DDG,True
07950 - paddy straw mushroom (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540795,A00TT,True
07960 - pom-pom blancs (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540796,A0DDM,True
07970 - shiitake (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540797,A00TS,True
07980 - shimeji (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540798,A0DDL,True
07990 - snow mushrooms (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540799,A0DDK,True
08000 - wood blewits (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540800,A0DDJ,True
08010 - other cultivated fungi (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540801,A0DDH,True
08020 - wild fungi and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540802,A00TD,True
08030 - ceps (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540803,A00TG,True
08040 - chanterelles (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540804,A00TE,True
08050 - hedgehog mushrooms (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540805,A0DDF,True
08060 - horns of plenty (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540806,A0DDE,True
08070 - other wild mushrooms (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540807,A00TN,False
08080 - saffron milk cap (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540808,A00TH,True
08090 - honey mushroom (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540809,A00TL,True
08100 - gypsy mushroom (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540810,A00TM,True
08110 - morels (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540811,A00TK,True
08120 - truffles (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540812,A00TJ,True
08130 - périgord black truffles (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540813,A0DDD,True
08140 - piemont white truffles (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540814,A0DDC,True
08150 - summer truffles (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540815,A0DCZ,True
"08160 - other species of genus tuber, not elsewhere mentioned (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540816,A0DCX,True
08170 - saint george's mushrooms (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540817,A0DDB,True
08180 - scotch bonnet mushrooms (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540818,A0DDA,True
08190 - other wild fungi (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540819,A0DCY,True
08200 - field mushroom (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540820,A00TF,True
08210 - mosses and lichens (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540821,A0DCV,True
08220 - icelandic mosses (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540822,A0DCT,True
08230 - other mosses and lichens (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540823,A0DCS,True
08240 - herbs and edible flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540824,A00VQ,False
08250 - aromatic herbs (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540825,A04MA,True
08260 - chervil and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540826,A0DJJ,True
08270 - chervil (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540827,A00XB,True
08280 - chives and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540828,A00XC,True
08290 - chives (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540829,A00XD,True
08300 - chinese chives (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540830,A00XE,True
08310 - ramson (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540831,A0DJH,True
08320 - celery leaves and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540832,A04KB,True
08330 - celery leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540833,A00XA,True
08340 - angelica (leaves and stems) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540834,A00VR,True
08350 - burnet (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540835,A00VZ,True
08360 - caraway leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540836,A0DJG,True
08370 - coriander leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540837,A00XF,True
08380 - culantro leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540838,A0CSR,True
08390 - dill leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540839,A00XH,True
08400 - fennel leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540840,A00XL,True
08410 - fenugreek leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540841,A0DJF,True
08420 - herb of grace (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540842,A00YG,True
08430 - lovage leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540843,A00XS,True
08440 - pimpernel (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540844,A0DJE,True
08450 - salad burnet (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540845,A0DJD,True
08460 - sorrel (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540846,A00YL,True
08470 - maori dock (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540847,A0DJC,True
08480 - water dock (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540848,A0DJB,True
08490 - garden sorrel (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540849,A00MT,True
08500 - bloodwort dock (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540850,A0DJA,True
08510 - sweet cicely (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540851,A00YM,True
08520 - parsley and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540852,A0DHZ,True
